"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","8","4","50.0000","9","3","33.3300","5","62.5000","3","33.3300","9","1044.0000","130.5000","8","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","139.0000","139.0000","1","0","0.0000","0","0.0000","1183","10","0","0","0","9","43.3300","10:00","10:00","4:20","4:20","0:30","0","0","0","0","139","0","180.0000","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","0","0","0.0000","1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","145.0000","145.0000","1","0","0.0000","0","0.0000","145","1","0","0","0","1","0.0000","0:00","0:00","0:00","0:00","0:30","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","6","0","0.0000","12","2","16.6700","2","33.3300","0","0.0000","20","2832.5000","354.0600","8","2","46.8000","23.4000","2","0","0.0000","0.0000","0","3","415.0000","138.3300","3","0","0.0000","0","0.0000","3294.3","25","0","0","3","9","31.6700","15:00","15:00","4:45","4:45","11:00","0","0","775","0","375","375","361.7000","0.0000","0.0000","0.0000","50.0000"
"Ridgewood, NJ","8","3","37.5000","12","4","33.3300","3","37.5000","3","27.2700","221","1854.5900","231.8200","8","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","520.0000","130.0000","4","0","0.0000","0","0.0000","2374.59","225","0","0","0","12","36.8100","12:00","12:00","4:25","4:25","2:00","0","0","890","0","0","0","56.8100","0.0000","0.0000","0.0000","0.0000"
"Red Bank, NJ","4","1","25.0000","8","2","25.0000","2","50.0000","0","0.0000","72","1889.0000","472.2500","4","4","323.0000","323.0000","1","0","0.0000","0.0000","0","4","514.0000","128.5000","4","0","0.0000","0","0.0000","2726","80","0","0","0","8","35.5900","9:50","9:50","3:30","3:30","0:30","99","0","0","0","0","0","76.0000","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","7","1","14.2900","10","1","10.0000","3","42.8600","1","5.5600","293","3961.6700","495.2100","8","1","80.1000","80.1000","1","0","0.0000","0.0000","0","2","158.0000","79.0000","2","2","0.0000","0","0.0000","4199.77","298","0","0","0","10","85.1900","4:30","4:30","3:50","3:50","1:30","321.8","0","782.67","0","0","0","216.2300","0.0000","0.0000","0.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Montclair, NJ","14","1","7.1400","26","3","11.5400","8","57.1400","2","6.6700","239","4498.0000","321.2900","14","1","25.0000","25.0000","1","0","0.0000","0.0000","0","12","1462.0000","121.8300","12","0","0.0000","0","0.0000","5985","252","0","0","0","26","52.5000","20:00","20:00","10:30","10:30","0:00","23.07","0","393","0","792","0","315.0000","0.0000","0.0000","0.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","4","2","50.0000","5","3","60.0000","1","25.0000","1","14.2900","7","779.0000","155.8000","5","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","779","7","0","0","0","5","58.3300","5:00","5:00","2:55","2:55","0:00","0","0","299","0","0","0","252.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","13","4","30.7700","19","8","42.1100","4","30.7700","5","21.7400","191","4327.3400","254.5500","17","0","0.0000","0.0000","0","1","1275.0000","1275.0000","1","2","238.0000","119.0000","2","0","0.0000","0","0.0000","5840.34","194","0","0","0","19","55.5600","18:00","18:00","10:00","10:00","0:00","225","0","723.34","0","139","0","312.6600","0.0000","0.0000","50.0000","100.0000"
"Hoboken, NJ","0","0","0.0000","8","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","8","813.0000","101.6200","8","0","0.0000","0","0.0000","813","8","0","0","0","8","0.0000","0:00","0:00","0:00","0:00","1:00","0","0","0","0","0","0","139.0000","0.0000","0.0000","0.0000","0.0000"
"Frederick, MD","0","0","0.0000","7","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","7","949.0000","135.5700","7","0","0.0000","0","0.0000","949","7","0","0","0","7","0.0000","5:00","5:00","0:00","0:00","5:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Denville, NJ","20","3","15.0000","27","11","40.7400","7","35.0000","8","23.5300","662","5699.8500","237.4900","24","1","125.0000","125.0000","1","0","0.0000","0.0000","0","2","264.0000","132.0000","2","0","0.0000","1","612.9700","6701.82","666","0","0","3","24","94.1700","10:00","10:00","9:25","9:25","0:00","490","0","905","0","0","0","585.0000","0.0000","0.0000","50.0000","150.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","6","2","33.3300","8","1","12.5000","2","40.0000","1","8.3300","109","2502.0000","500.4000","5","2","136.0000","136.0000","1","1","299.0000","299.0000","1","1","145.0000","145.0000","1","0","0.0000","0","0.0000","3082","113","0","0","0","8","50.8300","10:00","10:00","5:05","5:05","0:15","0","0","650","0","0","0","135.0000","0.0000","0.0000","0.0000","0.0000"
