"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","3","0","0.0000","5","1","20.0000","0","0.0000","1","20.0000","5","1059.0000","264.7500","4","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","139.0000","139.0000","1","0","0.0000","0","0.0000","1198","6","0","0","2","3","21.9000","17:30","17:30","3:50","3:50","3:45","0","0","0","0","0","0","40.0000","0.0000","0.0000","0.0000","50.0000"
"Tribeca, NY","5","3","60.0000","8","7","87.5000","0","0.0000","0","0.0000","200","1813.1400","226.6400","8","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1813.14","200","0","0","0","8","62.1200","5:30","5:30","3:25","3:25","0:30","0","0","0","0","0","0","446.5000","0.0000","0.0000","0.0000","100.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","23","4","17.3900","33","9","27.2700","13","59.0900","4","8.7000","472","6854.2900","274.1700","25","5","226.2000","75.4000","3","1","1080.0000","1080.0000","1","6","784.0000","130.6700","6","0","0.0000","0","0.0000","8944.49","484","0","0","1","32","45.8300","32:00","32:00","14:40","14:40","4:00","1192.63","1000","569","0","1185","0","1169.4300","0.0000","0.0000","50.0000","0.0000"
"Ridgewood, NJ","18","5","27.7800","29","5","17.2400","11","57.8900","7","22.5800","115","3106.7700","163.5100","19","0","0.0000","0.0000","0","1","950.0000","950.0000","1","9","1053.0000","117.0000","9","0","0.0000","0","0.0000","5109.77","125","0","0","0","29","43.3900","29:00","29:00","12:35","12:35","2:00","0","0","316.67","0","1130","0","350.2200","0.0000","0.0000","0.0000","0.0000"
"Red Bank, NJ","19","6","31.5800","21","10","47.6200","6","31.5800","6","18.1800","520","7368.4000","387.8100","19","2","132.1000","66.0500","2","0","0.0000","0.0000","0","2","264.0000","132.0000","2","0","0.0000","0","0.0000","7764.5","524","0","0","0","21","52.6500","22:00","22:00","11:35","11:35","3:05","32","32","0","0","750","0","560.3600","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","8","2","25.0000","10","7","70.0000","3","37.5000","8","38.1000","145","3982.0000","398.2000","10","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","3982","145","0","0","0","10","53.1200","16:00","16:00","8:30","8:30","2:20","80","0","800","0","375","375","289.0000","0.0000","0.0000","0.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Montclair, NJ","27","4","14.8100","49","13","26.5300","9","33.3300","4","7.5500","492","11848.7200","382.2200","31","5","347.3000","115.7700","3","3","7000.0000","2333.3300","3","16","1998.0000","124.8800","16","0","0.0000","1","273.0600","21467.08","517","0","0","1","48","49.1500","39:00","39:00","19:10","19:10","2:20","0","0","5275","0","2359.04","715.04","1556.3200","0.0000","0.0000","150.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
