"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","2","0","0.0000","4","0","0.0000","2","100.0000","0","0.0000","4","659.0000","219.6700","3","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","139.0000","139.0000","1","0","0.0000","0","0.0000","798","5","0","0","0","4","25.0000","7:00","7:00","1:45","1:45","0:00","0","0","0","0","139","0","165.0000","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","12","5","41.6700","14","5","35.7100","0","0.0000","0","0.0000","532","4068.5200","312.9600","13","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","145.0000","145.0000","1","0","0.0000","0","0.0000","4213.52","533","0","0","0","14","38.2500","15:15","15:15","5:50","5:50","1:30","0","0","0","0","435","435","277.4800","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","26","2","7.6900","36","10","27.7800","8","32.0000","2","3.7700","999","10493.2500","388.6400","27","3","189.9900","95.0000","2","0","0.0000","0.0000","0","10","1278.0000","127.8000","10","0","0.0000","0","0.0000","11961.24","1012","0","0","1","35","52.0800","32:00","32:00","16:40","16:40","4:00","450","0","638.5","26","1034","0","1116.0100","0.0000","0.0000","0.0000","50.0000"
"Ridgewood, NJ","13","4","30.7700","24","8","33.3300","3","23.0800","2","6.9000","48","4141.0700","258.8200","16","1","159.3000","159.3000","1","0","0.0000","0.0000","0","8","1068.0000","133.5000","8","0","0.0000","0","0.0000","5368.37","57","0","0","0","24","61.2600","18:30","18:30","11:20","11:20","1:00","0","0","875","0","473","0","560.6300","0.0000","0.0000","0.0000","0.0000"
"Red Bank, NJ","15","3","20.0000","19","8","42.1100","8","61.5400","7","23.3300","543","6049.8100","465.3700","13","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","474.0000","118.5000","4","4","397.0000","1","1375.0000","8295.81","552","0","0","0","19","60.4200","16:00","16:00","9:40","9:40","1:50","0","0","36","36","1991.97","0","405.0300","100.0000","297.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","9","2","22.2200","13","5","38.4600","2","22.2200","6","31.5800","135","2869.6000","239.1300","12","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","125.0000","125.0000","1","2","0.0000","0","0.0000","2994.6","138","0","0","0","13","38.1000","15:45","15:45","6:00","6:00","16:15","50","0","0","0","0","0","1014.4000","0.0000","0.0000","50.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Montclair, NJ","14","1","7.1400","30","8","26.6700","6","46.1500","8","26.6700","360","8077.5700","504.8500","16","2","146.7000","146.7000","1","1","1600.0000","1600.0000","1","12","1590.0000","132.5000","12","1","175.0000","0","0.0000","11589.27","376","0","0","0","30","33.5900","32:00","32:00","10:45","10:45","1:00","164","164","2864.29","0","1778","0","1088.1100","0.0000","175.0000","0.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","5","2","40.0000","7","1","14.2900","1","20.0000","0","0.0000","16","1551.0000","310.2000","5","0","0.0000","0.0000","0","-1","-1600.0000","-1600.0000","1","0","0.0000","0.0000","0","0","0.0000","-1","-1600.0000","-1649","14","3200","2","0","7","110.0000","5:00","5:00","5:30","5:30","0:00","0","0","897","0","0","0","505.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","41","4","9.7600","55","17","30.9100","8","19.0500","16","20.2500","1398","17086.4700","371.4400","46","2","254.5000","127.2500","2","2","3895.0000","973.7500","4","4","522.0000","130.5000","4","0","0.0000","1","2100.0000","23857.97","1407","2100","1","1","54","57.3200","41:00","41:00","23:30","23:30","2:40","550","0","4734.67","0","771","375","6400.0500","0.0000","0.0000","100.0000","50.0000"
"Hoboken, NJ","46","7","15.2200","57","16","28.0700","22","51.1600","23","27.3800","1592","16465.2000","357.9400","46","5","314.8000","62.9600","5","-2","-425.0000","-212.5000","2","5","699.0000","139.8000","5","7","500.0000","2","425.0000","17979","1609","425","2","0","57","52.1600","59:45","59:45","31:10","31:10","9:00","1243.7","0","2621.67","0","1189","0","1190.3700","500.0000","0.0000","50.0000","0.0000"
"Frederick, MD","8","0","0.0000","14","2","14.2900","7","87.5000","1","5.8800","69","3468.7500","385.4200","9","0","0.0000","0.0000","0","0","0.0000","0.0000","0","5","645.0000","129.0000","5","0","0.0000","0","0.0000","4113.75","74","0","0","0","14","45.8300","10:00","10:00","4:35","4:35","0:00","0","0","785.75","0","1875","0","206.2500","0.0000","0.0000","0.0000","0.0000"
"Denville, NJ","20","1","5.0000","26","2","7.6900","7","33.3300","17","37.7800","544","6874.8100","327.3700","21","4","473.4000","473.4000","1","0","0.0000","0.0000","0","5","679.0000","135.8000","5","0","0.0000","0","0.0000","8027.21","553","0","0","0","26","60.7600","24:00","24:00","14:35","14:35","3:05","0","0","1417.51","0","556","0","1046.0300","0.0000","0.0000","0.0000","0.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","14","6","42.8600","18","6","33.3300","1","7.1400","3","8.3300","343","4599.0100","270.5300","17","1","89.0000","89.0000","1","2","598.0000","299.0000","2","1","139.0000","139.0000","1","0","0.0000","0","0.0000","5425.01","347","0","0","1","17","53.1200","16:00","16:00","8:30","8:30","0:30","150","150","1278","0","0","0","507.6000","0.0000","0.0000","0.0000","50.0000"
"Bel Air, MD","6","1","16.6700","15","1","6.6700","3","50.0000","1","5.0000","128","6057.0000","1009.5000","6","1","108.0000","108.0000","1","1","2500.0000","2500.0000","1","8","1060.0000","132.5000","8","1","125.0000","0","0.0000","9850","139","0","0","0","15","41.0300","13:00","13:00","5:20","5:20","0:00","0","0","3540","0","1185","0","1243.0000","0.0000","125.0000","0.0000","0.0000"