"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","5","2","40.0000","6","2","33.3300","1","20.0000","2","25.0000","67","2444.0000","488.8000","5","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","139.0000","139.0000","1","0","0.0000","0","0.0000","2583","68","0","0","0","6","42.5000","10:00","10:00","4:15","4:15","0:40","200","0","920","0","375","0","460.0000","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","0","0","0.0000","1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","125.0000","125.0000","1","0","0.0000","0","0.0000","125","1","0","0","0","1","0.0000","0:00","0:00","0:00","0:00","0:30","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","5","2","40.0000","11","3","27.2700","2","40.0000","1","12.5000","108","1893.0000","315.5000","6","0","0.0000","0.0000","0","0","0.0000","0.0000","0","5","653.0000","130.6000","5","0","0.0000","0","0.0000","2546","113","0","0","1","10","32.5000","10:00","10:00","3:15","3:15","6:45","0","0","0","0","375","0","151.0000","0.0000","0.0000","0.0000","0.0000"
"Ridgewood, NJ","23","7","30.4300","33","7","21.2100","9","37.5000","6","12.5000","657","8662.0600","333.1600","26","3","363.1000","181.5500","2","0","0.0000","0.0000","0","8","930.0000","116.2500","8","2","0.0000","0","0.0000","9955.16","670","586","2","0","33","54.9000","34:00","34:00","18:40","18:40","3:55","1122.86","0","0","0","556","0","1129.3400","0.0000","0.0000","0.0000","0.0000"
"Red Bank, NJ","8","3","37.5000","11","1","9.0900","3","37.5000","4","20.0000","365","4609.4000","576.1800","8","0","0.0000","0.0000","0","0","0.0000","0.0000","0","3","409.0000","136.3300","3","0","0.0000","0","0.0000","5018.4","368","0","0","0","11","64.8100","9:00","9:00","5:50","5:50","0:50","0","0","0","0","375","0","201.0000","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","10","5","50.0000","11","6","54.5500","1","10.0000","3","16.6700","58","3221.5000","292.8600","11","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","3221.5","58","0","0","0","11","65.1200","14:20","14:20","9:20","9:20","2:10","299","0","150","0","139","0","983.5000","0.0000","0.0000","0.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
