"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","5","1","20.0000","6","0","0.0000","2","40.0000","0","0.0000","21","1309.0000","261.8000","5","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","125.0000","125.0000","1","0","0.0000","0","0.0000","1434","22","0","0","0","6","27.0800","16:00","16:00","4:20","4:20","0:45","0","0","200","0","0","0","215.0000","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","8","3","37.5000","10","3","30.0000","1","12.5000","5","26.3200","279","2520.0000","280.0000","9","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","19.0000","19.0000","1","0","0.0000","0","0.0000","2539","280","0","0","0","10","31.8200","16:30","16:30","5:15","5:15","0:00","0","0","1350","0","0","0","1257.5600","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","17","1","5.8800","27","7","25.9300","5","29.4100","0","0.0000","121","5135.2300","213.9700","24","2","95.4000","95.4000","1","0","0.0000","0.0000","0","3","395.0000","131.6700","3","0","0.0000","0","0.0000","5625.63","126","0","0","5","22","34.6400","32:00","32:00","11:05","11:05","5:00","0","0","2264.33","1000","1264","375","721.3700","0.0000","0.0000","100.0000","250.0000"
"Ridgewood, NJ","28","7","25.0000","41","13","31.7100","14","51.8500","11","18.0300","833","13545.3600","467.0800","29","4","314.3000","157.1500","2","3","3760.0000","1253.3300","3","8","982.0000","122.7500","8","7","200.0000","0","0.0000","18801.66","855","0","0","0","41","60.3500","33:00","33:00","19:55","19:55","1:30","250","0","3590","0","2287","0","1259.9400","0.0000","200.0000","0.0000","50.0000"
"Red Bank, NJ","21","4","19.0500","31","7","22.5800","11","52.3800","6","15.0000","799","9860.3100","410.8500","24","0","0.0000","0.0000","0","1","1275.0000","1275.0000","1","7","911.0000","130.1400","7","0","0.0000","1","0.4900","12046.8","808","0","0","0","31","49.3500","38:30","38:30","19:00","19:00","2:20","0","0","319","0","659","0","578.6000","0.0000","0.0000","50.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","9","0","0.0000","12","1","8.3300","4","44.4400","1","9.0900","11","2093.6700","174.4700","12","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","2093.67","11","0","0","0","12","41.6700","16:00","16:00","6:40","6:40","2:25","0","0","1041.67","0","0","0","578.3300","0.0000","0.0000","0.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
