"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","6","5","83.3300","7","5","71.4300","1","16.6700","3","27.2700","127","2028.5000","338.0800","6","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","145.0000","145.0000","1","0","0.0000","0","0.0000","2173.5","128","0","0","0","7","25.5200","16:00","16:00","4:05","4:05","1:45","0","0","0","0","0","0","150.5000","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","7","4","57.1400","12","6","50.0000","1","14.2900","2","10.0000","155","3842.6800","349.3300","11","0","0.0000","0.0000","0","2","3050.0000","1525.0000","2","0","0.0000","0.0000","0","0","0.0000","0","0.0000","6892.68","157","0","0","0","12","37.2500","17:00","17:00","6:20","6:20","1:30","0","0","2906.68","0","0","0","1628.3200","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","28","3","10.7100","37","16","43.2400","8","28.5700","23","37.7000","1099","12424.7200","376.5100","33","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","508.0000","127.0000","4","0","0.0000","0","0.0000","12932.72","1103","0","0","5","32","58.8000","36:00","36:00","21:10","21:10","6:40","0","0","1128.5","0","950","139","1474.6300","0.0000","0.0000","0.0000","250.0000"
"Ridgewood, NJ","15","3","20.0000","23","7","30.4300","4","26.6700","5","20.8300","135","10675.3300","667.2100","16","2","190.8000","95.4000","2","0","0.0000","0.0000","0","4","548.0000","137.0000","4","3","1200.0000","0","0.0000","12614.13","144","0","0","0","23","50.8300","30:00","30:00","15:15","15:15","2:10","99","99","2428.33","0","139","139","653.8700","1200.0000","0.0000","0.0000","0.0000"
"Red Bank, NJ","27","7","25.9300","55","12","21.8200","3","13.0400","13","31.7100","333","10434.0000","386.4400","27","0","0.0000","0.0000","0","0","0.0000","0.0000","0","-9","-1105.0000","-73.6700","15","1","100.0000","13","1500.0000","10929","338","1500","12","0","55","44.1800","31:30","31:30","13:55","13:55","1:50","100","0","539","0","145","0","829.0000","0.0000","100.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","14","4","28.5700","18","4","22.2200","6","42.8600","1","4.0000","102","5629.0000","331.1200","17","1","52.0000","52.0000","1","0","0.0000","0.0000","0","1","125.0000","125.0000","1","0","0.0000","0","0.0000","5806","104","0","0","0","18","40.0000","25:00","25:00","10:00","10:00","1:55","0","0","2730","0","196","0","984.0000","0.0000","0.0000","0.0000","50.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Montclair, NJ","5","0","0.0000","27","8","29.6300","1","25.0000","2","33.3300","14","1439.1000","89.9400","16","0","0.0000","0.0000","0","0","0.0000","0.0000","0","10","1272.0000","127.2000","10","1","250.0000","0","0.0000","2961.1","25","0","0","1","26","31.4800","9:00","9:00","2:50","2:50","4:00","0","0","0","0","375","0","674.9000","250.0000","0.0000","0.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","6","1","16.6700","8","1","12.5000","1","20.0000","1","6.6700","42","1613.4000","268.9000","6","1","108.0000","108.0000","1","0","0.0000","0.0000","0","1","145.0000","145.0000","1","0","0.0000","1","299.0000","2165.4","45","0","0","0","8","84.3800","8:00","8:00","6:45","6:45","0:30","0","0","299","0","0","0","196.6000","0.0000","0.0000","50.0000","0.0000"
"Jersey City, NJ","29","2","6.9000","44","11","25.0000","13","44.8300","4","6.9000","966","12799.1500","376.4500","34","5","582.4000","145.6000","4","0","1251.0000","312.7500","4","5","695.0000","139.0000","5","0","0.0000","2","374.0000","15701.55","978","374","2","0","44","52.4900","43:30","43:30","22:50","22:50","3:00","200","0","3768.59","0","278","0","4065.5500","0.0000","0.0000","0.0000","50.0000"
"Hoboken, NJ","38","7","18.4200","48","12","25.0000","23","60.5300","21","27.2700","941","14376.5300","378.3300","38","12","1202.5600","171.7900","7","1","540.0000","540.0000","1","9","1235.0000","137.2200","9","4","0.0000","1","4750.0000","22104.09","968","0","0","0","48","49.2100","52:30","52:30","25:50","25:50","8:00","400","0","2244.25","0","1088","0","1036.6700","0.0000","0.0000","0.0000","0.0000"
"Frederick, MD","14","0","0.0000","24","4","16.6700","8","57.1400","4","13.3300","151","7562.1000","420.1200","18","1","0.0000","0.0000","1","0","0.0000","0.0000","0","6","770.0000","128.3300","6","0","0.0000","0","0.0000","8332.1","158","0","0","0","24","42.7100","24:00","24:00","10:15","10:15","4:25","0","0","3017.5","0","2370","0","1122.9000","0.0000","0.0000","50.0000","0.0000"
"Denville, NJ","19","2","10.5300","29","6","20.6900","7","36.8400","9","26.4700","287","6084.2300","276.5600","22","0","0.0000","0.0000","0","1","3000.0000","3000.0000","1","5","539.0000","77.0000","7","2","0.0000","0","0.0000","9623.23","295","325","2","2","27","33.5900","32:00","32:00","10:45","10:45","1:45","180","0","1228.58","0","1127","238","688.4200","0.0000","0.0000","0.0000","100.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
