"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","3","1","33.3300","6","3","50.0000","1","33.3300","2","40.0000","4","1124.0000","187.3300","6","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1124","4","26","1","1","5","19.0500","14:00","14:00","2:40","2:40","0:30","0","0","0","0","0","0","100.0000","0.0000","0.0000","50.0000","0.0000"
"Tribeca, NY","12","2","16.6700","13","8","61.5400","1","8.3300","2","6.9000","173","3443.5700","286.9600","12","0","0.0000","0.0000","0","1","2100.0000","2100.0000","1","0","0.0000","0.0000","0","0","0.0000","0","0.0000","5543.57","174","0","0","0","13","40.6200","16:00","16:00","6:30","6:30","2:00","0","0","2100.01","0","0","0","603.9900","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","31","7","22.5800","42","10","23.8100","15","48.3900","11","17.7400","1406","11372.8600","334.5000","34","3","166.0000","83.0000","2","0","0.0000","0.0000","0","8","956.0000","119.5000","8","0","0.0000","0","0.0000","12494.86","1417","0","0","3","39","62.7600","32:00","32:00","20:05","20:05","2:30","437.27","237.27","1133.33","0","0","0","1117.6700","0.0000","0.0000","50.0000","100.0000"
"Ridgewood, NJ","10","4","40.0000","18","6","33.3300","3","27.2700","4","14.8100","224","4105.3000","315.7900","13","0","0.0000","0.0000","0","0","0.0000","0.0000","0","3","230.0000","46.0000","5","0","0.0000","0","0.0000","4335.3","227","139","1","0","18","39.3600","23:30","23:30","9:15","9:15","3:00","0","0","640","0","0","0","1062.7000","0.0000","0.0000","0.0000","50.0000"
"Red Bank, NJ","17","5","29.4100","23","8","34.7800","8","50.0000","8","25.0000","442","5709.8500","335.8700","17","0","0.0000","0.0000","0","0","0.0000","0.0000","0","5","467.0000","93.4000","5","0","0.0000","1","7750.0000","13926.85","448","0","0","1","22","54.8600","24:00","24:00","13:10","13:10","2:35","0","0","1467.34","0","375","0","1176.4000","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","13","3","23.0800","15","3","20.0000","7","53.8500","2","8.3300","87","5288.0000","406.7700","13","0","0.0000","0.0000","0","0","0.0000","0.0000","0","2","284.0000","142.0000","2","0","0.0000","0","0.0000","5572","89","0","0","0","15","40.2800","24:00","24:00","9:40","9:40","8:50","50","0","3187","0","139","139","789.0000","0.0000","0.0000","0.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
