"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","4","1","25.0000","5","0","0.0000","1","25.0000","0","0.0000","6","3898.0000","974.5000","4","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","145.0000","145.0000","1","0","0.0000","0","0.0000","4043","7","0","0","0","5","35.4200","16:00","16:00","5:40","5:40","1:00","250","0","550","0","0","0","397.0000","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","11","4","36.3600","12","6","50.0000","5","45.4500","3","14.2900","223","2598.6300","216.5500","12","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","2","0.0000","0","0.0000","2598.63","225","0","0","0","12","49.0200","17:00","17:00","8:20","8:20","1:00","380","380","390","0","0","0","571.8100","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","15","2","13.3300","24","4","16.6700","8","57.1400","3","10.3400","67","4332.5000","240.6900","18","7","459.0000","114.7500","4","0","0.0000","0.0000","0","4","548.0000","137.0000","4","0","0.0000","0","0.0000","5339.5","78","0","0","5","19","46.7900","26:00","26:00","12:10","12:10","5:40","0","0","0","0","1403","0","267.5000","0.0000","0.0000","0.0000","150.0000"
"Ridgewood, NJ","21","2","9.5200","33","5","15.1500","11","57.8900","7","22.5800","415","8065.8600","350.6900","23","1","0.0000","0.0000","1","1","840.0000","280.0000","3","5","659.0000","131.8000","5","2","0.0000","1","760.0000","10324.86","425","760","1","0","33","41.0500","30:15","30:15","12:25","12:25","1:00","0","0","2745.84","0","889","0","871.0600","0.0000","0.0000","0.0000","0.0000"
"Red Bank, NJ","22","4","18.1800","26","5","19.2300","4","18.1800","5","11.9000","247","9153.6700","416.0800","22","0","0.0000","0.0000","0","1","1600.0000","1600.0000","1","3","363.0000","121.0000","3","0","0.0000","0","0.0000","11116.67","251","0","0","0","26","53.8100","35:00","35:00","18:50","18:50","2:10","350","0","2314.67","0","846","0","1211.3300","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","8","1","12.5000","11","3","27.2700","3","37.5000","2","12.5000","296","3304.1500","330.4200","10","0","0.0000","0.0000","0","-1","-500.0000","-500.0000","1","0","0.0000","0.0000","0","0","0.0000","0","0.0000","2804.15","295","500","1","0","11","41.6700","16:00","16:00","6:40","6:40","9:25","0","0","310.09","0","375","375","205.9100","0.0000","0.0000","50.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Montclair, NJ","25","4","16.0000","36","13","36.1100","11","44.0000","19","32.2000","676","13088.5400","484.7600","27","2","229.5000","229.5000","1","0","1150.0000","575.0000","2","6","744.0000","124.0000","6","0","0.0000","1","450.0000","15662.04","685","450","1","1","35","52.7400","39:30","39:30","20:50","20:50","1:30","157.5","0","3015","0","1787","0","1008.2000","0.0000","0.0000","0.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","6","4","66.6700","6","3","50.0000","2","33.3300","0","0.0000","15","1753.0000","292.1700","6","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1753","15","0","0","0","6","62.0400","9:00","9:00","5:35","5:35","0:30","0","0","800","0","0","0","403.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","18","2","11.1100","31","2","6.4500","7","41.1800","3","9.0900","362","7265.2100","290.6100","25","3","480.3000","160.1000","3","1","3200.0000","3200.0000","1","4","502.0000","125.5000","4","1","250.0000","0","0.0000","11697.51","371","50","1","3","28","40.7700","28:00","28:00","11:25","11:25","2:00","75","0","1999","0","139","0","858.7100","0.0000","250.0000","100.0000","350.0000"
"Hoboken, NJ","32","7","21.8800","49","8","16.3300","24","75.0000","13","20.0000","988","10578.1200","271.2300","39","9","738.0000","147.6000","5","-5","-1047.0000","-1047.0000","1","7","905.0000","129.2900","7","4","0.0000","2","2247.0000","13421.12","1005","1047","5","5","44","45.9200","47:00","47:00","21:35","21:35","5:25","200","0","900.67","0","1030","0","933.2700","0.0000","0.0000","0.0000","250.0000"
"Frederick, MD","13","2","15.3800","27","2","7.4100","5","38.4600","0","0.0000","53","5333.5600","380.9700","14","8","46.8000","11.7000","4","1","2500.0000","2500.0000","1","12","1494.0000","124.5000","12","0","0.0000","0","0.0000","9374.36","74","0","0","2","25","49.1700","20:10","20:10","9:55","9:55","2:00","49.61","0","3171.25","0","1125","0","848.5500","0.0000","0.0000","50.0000","0.0000"
"Denville, NJ","45","12","26.6700","59","19","32.2000","12","27.2700","15","18.7500","1731","16747.6400","348.9100","48","1","159.3000","159.3000","1","0","-247.5000","-123.7500","2","8","1068.0000","133.5000","8","0","0.0000","2","712.5000","18439.94","1742","712.5","2","4","55","64.9200","43:00","43:00","27:55","27:55","3:10","319.72","0","1821","0","659","0","1695.0800","0.0000","0.0000","50.0000","100.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","11","6","54.5500","15","7","46.6700","2","18.1800","1","3.7000","225","4874.0500","443.1000","11","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","580.0000","145.0000","4","0","0.0000","0","0.0000","5454.05","229","0","0","1","14","41.6700","16:00","16:00","6:40","6:40","9:30","0","0","0","0","435","0","1365.9500","0.0000","0.0000","0.0000","0.0000"
"Bel Air, MD","26","8","30.7700","36","9","25.0000","10","41.6700","8","12.7000","598","12470.6100","519.6100","24","4","168.0000","56.0000","3","2","2693.0000","673.2500","4","8","1094.0000","136.7500","8","3","100.0000","1","507.0000","17032.61","616","507","1","0","36","59.9500","36:00","36:00","21:35","21:35","2:00","980","0","3929.99","0","1475","0","1783.3700","100.0000","0.0000","0.0000","0.0000"