"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","5","2","40.0000","7","1","14.2900","2","40.0000","1","14.2900","31","1283.0000","213.8300","6","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","139.0000","139.0000","1","0","0.0000","0","0.0000","1422","32","0","0","0","7","24.4400","15:00","15:00","3:40","3:40","1:15","0","0","0","0","0","0","65.0000","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","17","4","23.5300","27","13","48.1500","0","0.0000","5","15.6200","429","5101.6100","221.8100","23","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","308.0000","77.0000","4","0","0.0000","0","0.0000","5409.61","433","0","0","0","27","44.7200","20:30","20:30","9:10","9:10","1:00","100","0","1041.74","0","413","0","557.5900","0.0000","0.0000","0.0000","100.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","22","1","4.5500","31","10","32.2600","10","45.4500","11","32.3500","445","7128.9200","264.0300","27","0","0.0000","0.0000","0","1","1275.0000","1275.0000","1","4","488.0000","122.0000","4","0","0.0000","0","0.0000","8891.92","450","0","0","4","27","35.1200","42:00","42:00","14:45","14:45","5:45","56","0","879.5","0","1774","198","604.5000","0.0000","0.0000","100.0000","150.0000"
"Ridgewood, NJ","35","8","22.8600","49","11","22.4500","10","29.4100","13","22.8100","416","7803.4600","210.9000","37","2","168.4000","84.2000","2","-1","-400.0000","-400.0000","1","9","1121.0000","124.5600","9","0","0.0000","1","400.0000","9092.86","427","400","1","1","48","61.2000","30:30","30:30","18:40","18:40","10:00","240","0","585","0","1244","0","866.5000","0.0000","0.0000","50.0000","0.0000"
"Red Bank, NJ","21","2","9.5200","37","13","35.1400","2","9.5200","16","41.0300","714","7137.4000","285.5000","25","0","0.0000","0.0000","0","0","0.0000","0.0000","0","12","1502.0000","125.1700","12","0","0.0000","0","0.0000","8639.4","726","0","0","0","37","33.8700","31:00","31:00","10:30","10:30","2:45","285.04","0","148.33","0","810","0","432.2700","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","14","7","50.0000","17","6","35.2900","2","14.2900","2","8.7000","131","4483.3300","280.2100","16","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","200.0000","0","0.0000","4683.33","132","50","1","1","16","71.3500","16:00","16:00","11:25","11:25","4:15","175","0","483.34","0","278","139","1108.6700","200.0000","0.0000","0.0000","50.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Montclair, NJ","16","0","0.0000","30","5","16.6700","5","31.2500","2","7.1400","176","6359.7900","374.1100","17","0","0.0000","0.0000","0","0","0.0000","0.0000","0","13","1535.0000","118.0800","13","0","0.0000","0","0.0000","7894.79","189","0","0","1","29","43.9800","36:00","36:00","15:50","15:50","2:40","0","0","1787.89","0","514","0","736.2100","0.0000","0.0000","50.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","6","2","33.3300","6","2","33.3300","1","16.6700","2","16.6700","12","1336.0000","222.6700","6","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1336","12","0","0","2","4","39.3400","15:15","15:15","6:00","6:00","0:30","0","0","0","0","0","0","151.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","23","4","17.3900","29","10","34.4800","8","34.7800","8","19.0500","464","6991.2800","268.9000","26","1","139.5000","139.5000","1","2","5440.0000","2720.0000","2","2","224.0000","112.0000","2","0","0.0000","0","0.0000","12794.78","469","0","0","2","27","36.1100","42:00","42:00","15:10","15:10","3:10","470","0","1873.34","183.34","278","278","2091.6600","0.0000","0.0000","50.0000","100.0000"
"Hoboken, NJ","40","5","12.5000","63","12","19.0500","20","54.0500","14","19.4400","1252","14385.0900","299.6900","48","2","73.4000","36.7000","2","0","0.0000","0.0000","0","7","897.0000","81.5500","11","4","225.0000","2","1960.0000","17540.49","1267","638","3","3","60","52.5600","52:00","52:00","27:20","27:20","2:30","200","0","2762","876","2120","0","1560.2500","100.0000","125.0000","50.0000","100.0000"
