"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","6","2","33.3300","6","1","16.6700","1","16.6700","1","9.0900","95","1780.2400","296.7100","6","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1780.24","95","0","0","0","6","26.5600","16:00","16:00","4:15","4:15","0:45","0","0","0","0","0","0","555.7600","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","0","0","0.0000","4","2","50.0000","0","0.0000","0","0.0000","-1","-50.0000","-12.5000","4","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","-50","-1","50","1","0","4","0.0000","9:00","9:00","0:00","0:00","5:45","0","0","0","0","0","0","150.0000","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","19","4","21.0500","28","6","21.4300","10","55.5600","1","2.5000","259","7359.0000","367.9500","20","1","112.5000","112.5000","1","0","600.0000","300.0000","2","6","752.0000","125.3300","6","0","0.0000","2","375.0000","9198.5","268","350","1","2","26","45.5700","32:00","32:00","14:35","14:35","2:00","1040","0","275","0","988","0","533.5000","0.0000","0.0000","0.0000","0.0000"
"Ridgewood, NJ","33","8","24.2400","40","11","27.5000","10","30.3000","13","23.2100","1049","10356.5200","313.8300","33","2","499.9600","499.9600","1","0","0.0000","0.0000","0","7","937.0000","133.8600","7","4","0.0000","0","0.0000","11793.48","1062","0","0","0","40","52.1100","39:30","39:30","20:35","20:35","3:10","50","0","1149","0","1463","0","789.9900","0.0000","0.0000","0.0000","0.0000"
"Red Bank, NJ","26","5","19.2300","37","13","35.1400","7","25.9300","19","37.2500","524","8912.9200","307.3400","29","0","0.0000","0.0000","0","0","0.0000","0.0000","0","8","1016.0000","127.0000","8","0","0.0000","0","0.0000","9928.92","532","0","0","0","37","47.3800","41:20","41:20","19:35","19:35","11:20","520","0","350","0","1306","0","835.6000","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","12","4","33.3300","22","9","40.9100","2","18.1800","2","10.0000","89","3386.6600","241.9000","14","1","47.0000","47.0000","1","1","1905.6600","1905.6600","1","7","963.0000","137.5700","7","1","1.0000","0","0.0000","6303.32","99","0","0","1","21","87.5000","8:00","8:00","7:00","7:00","1:25","0","0","2204.66","0","0","0","1072.3400","0.0000","1.0000","0.0000","50.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
