"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","7","3","42.8600","10","3","30.0000","2","25.0000","4","40.0000","29","970.0000","97.0000","10","1","47.0000","47.0000","1","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1017","30","0","0","0","10","24.4800","16:00","16:00","3:55","3:55","0:45","0","0","0","0","0","0","150.0000","0.0000","0.0000","50.0000","0.0000"
"Tribeca, NY","1","0","0.0000","4","0","0.0000","0","0.0000","0","0.0000","1","0.0000","0.0000","3","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","19.0000","19.0000","1","0","0.0000","0","0.0000","19","2","0","0","0","4","0.6400","13:00","13:00","0:05","0:05","1:30","0","0","0","0","0","0","100.0000","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","19","7","36.8400","33","8","24.2400","4","21.0500","1","2.8600","428","6093.5300","276.9800","22","0","0.0000","0.0000","0","1","950.0000","950.0000","1","10","1318.0000","131.8000","10","0","0.0000","0","0.0000","8361.53","439","0","0","3","30","53.1200","24:00","24:00","12:45","12:45","1:00","500","0","0","0","1186","297","383.6000","0.0000","0.0000","0.0000","50.0000"
"Ridgewood, NJ","17","5","29.4100","24","7","29.1700","1","6.2500","10","27.7800","407","7616.0800","448.0000","17","0","0.0000","0.0000","0","0","0.0000","0.0000","0","6","658.0000","109.6700","6","1","200.0000","0","0.0000","8474.08","414","0","0","0","24","47.8100","30:30","30:30","14:35","14:35","3:30","200","0","1549","0","1125","0","593.0000","0.0000","200.0000","0.0000","0.0000"
"Red Bank, NJ","28","8","28.5700","42","14","33.3300","16","53.3300","16","23.8800","877","13160.6400","411.2700","32","0","0.0000","0.0000","0","2","2100.0000","1050.0000","2","9","973.0000","108.1100","9","0","0.0000","0","0.0000","16233.64","888","0","0","0","42","79.5700","31:00","31:00","24:40","24:40","2:20","150","0","2798","0","1681","375","4035.0800","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","12","4","33.3300","17","3","17.6500","8","80.0000","2","13.3300","70","2941.3900","245.1200","12","5","242.5000","80.8300","3","4","3816.5000","954.1200","4","1","19.0000","19.0000","1","0","0.0000","0","0.0000","7019.39","80","0","0","1","16","40.1000","16:00","16:00","6:25","6:25","8:30","249","0","810.09","0","0","0","596.6100","0.0000","0.0000","0.0000","50.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Montclair, NJ","18","0","0.0000","28","6","21.4300","9","52.9400","4","16.0000","167","5064.5000","281.3600","18","1","80.1000","80.1000","1","-1","-573.7500","-573.7500","1","8","996.0000","124.5000","8","0","0.0000","1","573.7500","6140.6","176","573.75","1","1","27","35.1600","32:00","32:00","11:15","11:15","1:30","0","0","1105","0","1167","0","366.4000","0.0000","0.0000","0.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","8","2","25.0000","10","2","20.0000","5","62.5000","2","9.5200","187","2494.4400","277.1600","9","1","49.0000","49.0000","1","0","0.0000","0.0000","0","1","19.0000","19.0000","1","0","0.0000","0","0.0000","2562.44","189","0","0","1","9","79.6300","9:00","9:00","7:10","7:10","0:30","0","0","1297","0","0","0","429.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","25","3","12.0000","44","7","15.9100","14","56.0000","7","12.2800","589","19014.0900","655.6600","29","8","974.0000","243.5000","4","0","2445.0000","407.5000","6","5","695.0000","139.0000","5","0","0.0000","4","2790.0000","25918.09","606","2740","3","4","40","78.1200","32:00","32:00","25:00","25:00","2:00","0","0","7306","479","714","0","3239.7200","0.0000","0.0000","0.0000","200.0000"
"Hoboken, NJ","51","6","11.7600","71","15","21.1300","33","64.7100","28","31.1100","1695","18877.5000","356.1800","53","4","707.3600","176.8400","4","3","5805.0000","1935.0000","3","7","853.0000","56.8700","15","0","0.0000","0","0.0000","26242.86","1709","396","4","1","70","67.5500","47:00","47:00","31:45","31:45","3:20","1194.28","0","4728.67","0","556","0","3682.3300","0.0000","0.0000","0.0000","50.0000"
"Frederick, MD","9","2","22.2200","17","4","23.5300","5","55.5600","2","11.1100","83","4604.8000","418.6200","11","0","0.0000","0.0000","0","0","0.0000","0.0000","0","6","704.0000","117.3300","6","0","0.0000","0","0.0000","5308.8","89","0","0","2","15","103.3300","5:00","5:00","5:10","5:10","9:30","0","0","2100","0","1680","0","212.0000","0.0000","0.0000","0.0000","0.0000"
"Denville, NJ","25","3","12.0000","35","7","20.0000","9","39.1300","8","17.3900","463","8872.7300","328.6200","27","5","548.0000","109.6000","5","1","1600.0000","1600.0000","1","3","423.0000","141.0000","3","1","300.0000","0","0.0000","11743.73","473","0","0","4","31","55.1700","29:00","29:00","16:00","16:00","1:05","600","0","2385.43","0","1016","0","1227.9700","0.0000","300.0000","50.0000","200.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","0","0","0.0000","1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","139.0000","139.0000","1","0","0.0000","0","0.0000","139","1","0","0","0","1","0.0000","8:00","8:00","0:00","0:00","8:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bel Air, MD","21","4","19.0500","30","9","30.0000","12","60.0000","3","7.8900","68","6310.1700","262.9200","24","0","0.0000","0.0000","0","4","3994.0000","998.5000","4","5","579.0000","115.8000","5","0","0.0000","0","0.0000","10883.17","77","0","0","0","30","43.7000","29:45","29:45","13:00","13:00","2:15","0","0","2389.75","0","2159","375","858.7500","0.0000","0.0000","0.0000","0.0000"