"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","2","0","0.0000","4","1","25.0000","0","0.0000","1","50.0000","1","101.0000","25.2500","4","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","101","1","199","1","2","2","4.1700","16:00","16:00","0:40","0:40","0:45","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","50.0000"
"Tribeca, NY","9","4","44.4400","12","9","75.0000","1","11.1100","2","10.5300","165","2228.0000","202.5500","11","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","130.6200","130.6200","1","0","0.0000","0","0.0000","2358.62","166","0","0","0","12","37.8800","16:30","16:30","6:15","6:15","2:00","0","0","0","0","57","0","1786.5000","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","19","4","21.0500","28","8","28.5700","11","61.1100","1","4.1700","56","3548.6700","197.1500","18","2","0.0000","0.0000","2","-2","-1016.6700","-508.3400","2","6","778.0000","129.6700","6","0","0.0000","2","1016.6700","4326.67","64","1016.67","2","0","28","49.3100","24:00","24:00","11:50","11:50","12:00","300","0","907.67","0","514","0","499.3300","0.0000","0.0000","0.0000","0.0000"
"Ridgewood, NJ","14","3","21.4300","24","9","37.5000","4","28.5700","7","23.3300","240","4566.8800","268.6400","17","2","264.2300","132.1200","2","0","0.0000","0.0000","0","6","798.0000","133.0000","6","0","0.0000","0","0.0000","5629.11","248","0","0","2","22","35.1900","31:30","31:30","11:05","11:05","1:30","0","0","0","0","792","0","1031.3200","0.0000","0.0000","0.0000","100.0000"
"Red Bank, NJ","9","1","11.1100","13","4","30.7700","3","30.0000","11","52.3800","451","3710.2200","337.2900","11","0","0.0000","0.0000","0","0","0.0000","0.0000","0","2","250.0000","125.0000","2","0","0.0000","0","0.0000","3960.22","453","0","0","0","13","50.0000","14:00","14:00","7:00","7:00","1:50","0","0","305","0","0","0","1252.7200","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","13","5","38.4600","16","9","56.2500","3","21.4300","3","11.5400","277","3307.3600","206.7100","16","8","621.6700","310.8400","2","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","3929.03","285","0","0","0","16","44.1000","24:00","24:00","10:35","10:35","2:20","259","125","150","150","139","0","503.0000","0.0000","0.0000","0.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
