"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Warehouse Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Waldorf, MD","0","0","0.0000","1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","125.0000","125.0000","1","0","0.0000","0","0.0000","125","1","0","0","0","1","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Tribeca, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","3:00","3:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Staten Island, NY","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Short Hills, NJ","1","1","100.0000","7","1","14.2900","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","6","658.0000","109.6700","6","1","150.0000","0","0.0000","808","7","0","0","1","6","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","150.0000","0.0000","0.0000","0.0000"
"Ridgewood, NJ","0","0","0.0000","11","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","11","1477.0000","134.2700","11","0","0.0000","0","0.0000","1477","11","0","0","0","11","0.0000","0:00","0:00","0:00","0:00","0:30","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Red Bank, NJ","0","0","0.0000","3","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","3","377.0000","125.6700","3","0","0.0000","0","0.0000","377","3","0","0","0","3","0.0000","0:00","0:00","0:00","0:00","0:50","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Pikesville, MD","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Old Bridge, NJ","1","1","100.0000","5","1","20.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","422.0000","105.5000","4","1","500.0000","0","0.0000","922","5","0","0","0","5","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","500.0000","0.0000","0.0000","0.0000"
"Montvale, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Montclair, NJ","0","0","0.0000","11","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","11","1341.0000","121.9100","11","0","0.0000","0","0.0000","1341","11","0","0","0","11","0.0000","0:00","0:00","0:00","0:00","1:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","0","0","0.0000","1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","145.0000","145.0000","1","0","0.0000","0","0.0000","145","1","0","0","0","1","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","32","4","12.5000","46","18","39.1300","11","35.4800","15","24.1900","1213","18106.6800","502.9600","36","1","89.0000","89.0000","1","1","1200.0000","400.0000","3","4","502.0000","125.5000","4","4","800.0000","1","400.0000","21097.68","1224","400","1","4","42","62.8000","28:00","28:00","17:35","17:35","1:25","1150","500","5426.34","183.34","732","534","1990.2000","0.0000","800.0000","50.0000","150.0000"
"Hoboken, NJ","0","0","0.0000","5","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","5","627.0000","125.4000","5","0","0.0000","0","0.0000","627","5","0","0","0","5","0.0000","0:00","0:00","0:00","0:00","2:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Frederick, MD","0","0","0.0000","3","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","3","395.0000","131.6700","3","0","0.0000","0","0.0000","395","3","0","0","0","3","0.0000","0:00","0:00","0:00","0:00","1:30","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
